编码-公司名,编码,公司名-简体,公司名-繁体,本位币,父节点编号,父节点中文名称,share,合并节点,最新更新日期
JDZ0100 - 景德镇华润燃气(香港)有限公司(PRC合并),JDZ0100,景德镇华润燃气(香港)有限公司(PRC合并),景德鎮華潤燃氣(香港)有限公司(PRC合併),HKD,JHGS100,俊亨有限公司(PRC合并),,TRUE,7/3/2012
JDZR000 - 景德镇华润燃气(香港)有限公司,JDZR000,景德镇华润燃气(香港)有限公司,景德鎮華潤燃氣(香港)有限公司,HKD,JDZ0100,景德镇华润燃气(香港)有限公司(PRC合并),,,7/3/2012
JDZR100 - 景德镇华润燃气有限公司(PRC合并),JDZR100,景德镇华润燃气有限公司(PRC合并),景德鎮華潤燃氣有限公司(PRC合併),CNY,JDZ0100,景德镇华润燃气(香港)有限公司(PRC合并),,TRUE,7/3/2012
JDZ0000 - 景德镇华润燃气有限公司,JDZ0000,景德镇华润燃气有限公司,景德鎮華潤燃氣有限公司,CNY,JDZR100,景德镇华润燃气有限公司(PRC合并),,,7/3/2012
LPRQ000 - 乐平华润燃气有限公司,LPRQ000,乐平华润燃气有限公司,樂平華潤燃氣有限公司,CNY,JDZR100,景德镇华润燃气有限公司(PRC合并),,,7/3/2012
FXGS100 - 富晓有限公司(PRC合并),FXGS100,富晓有限公司(PRC合并),富曉有限公司(PRC合併),HKD,WGA0100,旺高有限公司(PRC合并),,TRUE,7/3/2012
FXGS000 - 富晓有限公司,FXGS000,富晓有限公司,富曉有限公司,HKD,FXGS100,富晓有限公司(PRC合并),,,7/3/2012
AYRQ100 - 安阳华润燃气(香港)有限公司(PRC合并),AYRQ100,安阳华润燃气(香港)有限公司(PRC合并),安陽華潤燃氣(香港)有限公司(PRC合併),HKD,FXGS100,富晓有限公司(PRC合并),,TRUE,7/3/2012
AYRQ000 - 安阳华润燃气(香港)有限公司,AYRQ000,安阳华润燃气(香港)有限公司,安陽華潤燃氣(香港)有限公司,HKD,AYRQ100,安阳华润燃气(香港)有限公司(PRC合并),,,7/3/2012
HND0100 - 安阳华润燃气有限公司(合并节点),HND0100,安阳华润燃气有限公司(合并节点),安陽華潤燃氣有限公司(合併節點),CNY,AYRQ100,安阳华润燃气(香港)有限公司(PRC合并),,TRUE,7/3/2012
HND0000 - 安阳华润燃气有限公司,HND0000,安阳华润燃气有限公司,安陽華潤燃氣有限公司,CNY,HND0100,安阳华润燃气有限公司(合并节点),,,7/3/2012
AYS0000 - 安阳市东方能源规划设计有限责任公司,AYS0000,安阳市东方能源规划设计有限责任公司,安陽市東方能源規劃設計有限責任公司,CNY,HND0100,安阳华润燃气有限公司(合并节点),TRUE,,7/3/2012
DMR0000 - 大名华润燃气有限公司,DMR0000,大名华润燃气有限公司,大名華潤燃氣有限公司,CNY,HND0100,安阳华润燃气有限公司(合并节点),,,7/3/2012
HXR0000 - 滑县华润燃气有限公司,HXR0000,滑县华润燃气有限公司,滑縣華潤燃氣有限公司,CNY,HND0100,安阳华润燃气有限公司(合并节点),,,7/3/2012
HNDA100 - 河南东方能源工程有限责任公司(合并节点),HNDA100,河南东方能源工程有限责任公司(合并节点),河南東方能源工程有限責任公司(合併節點),CNY,HND0100,安阳华润燃气有限公司(合并节点),,TRUE,7/3/2012
HNDA000 - 河南东方能源工程有限责任公司,HNDA000,河南东方能源工程有限责任公司,河南東方能源工程有限責任公司,CNY,HNDA100,河南东方能源工程有限责任公司(合并节点),,,7/3/2012
AYS0000 - 安阳市东方能源规划设计有限责任公司,AYS0000,安阳市东方能源规划设计有限责任公司,安陽市東方能源規劃設計有限責任公司,CNY,HNDA100,河南东方能源工程有限责任公司(合并节点),,,7/3/2012
JXHR000 - 浚县华润燃气有限公司,JXHR000,浚县华润燃气有限公司,浚縣華潤燃氣有限公司,CNY,HND0100,安阳华润燃气有限公司(合并节点),,,7/3/2012
NDHR000 - 南乐华润燃气有限公司,NDHR000,南乐华润燃气有限公司,南樂華潤燃氣有限公司,CNY,HND0100,安阳华润燃气有限公司(合并节点),,,7/3/2012
TYRQ000 - 汤阴华润燃气有限公司,TYRQ000,汤阴华润燃气有限公司,湯陰華潤燃氣有限公司,CNY,HND0100,安阳华润燃气有限公司(合并节点),,,7/3/2012
NGA0000 - 内黄华润燃气有限公司,NGA0000,内黄华润燃气有限公司,內黃華潤燃氣有限公司,CNY,HND0100,安阳华润燃气有限公司(合并节点),,,7/3/2012
GZGS100 - 广正有限公司(PRC合并),GZGS100,广正有限公司(PRC合并),廣正有限公司(PRC合併),HKD,WGA0100,旺高有限公司(PRC合并),,TRUE,7/3/2012
GZGS000 - 广正有限公司,GZGS000,广正有限公司,廣正有限公司,HKD,GZGS100,广正有限公司(PRC合并),,,7/3/2012
YYRQ100 - 岳阳华润燃气(香港)有限公司(PRC合并),YYRQ100,岳阳华润燃气(香港)有限公司(PRC合并),嶽陽華潤燃氣(香港)有限公司(PRC合併),HKD,GZGS100,广正有限公司(PRC合并),,TRUE,7/3/2012
YYRQ000 - 岳阳华润燃气(香港)有限公司,YYRQ000,岳阳华润燃气(香港)有限公司,嶽陽華潤燃氣(香港)有限公司,HKD,YYRQ100,岳阳华润燃气(香港)有限公司(PRC合并),,,7/3/2012
YYH0100 - 岳阳华润燃气有限公司(合并节点),YYH0100,岳阳华润燃气有限公司(合并节点),嶽陽華潤燃氣有限公司(合併節點),CNY,YYRQ100,岳阳华润燃气(香港)有限公司(PRC合并),,TRUE,7/3/2012
YYH0000 - 岳阳华润燃气有限公司,YYH0000,岳阳华润燃气有限公司,嶽陽華潤燃氣有限公司,CNY,YYH0100,岳阳华润燃气有限公司(合并节点),,,7/3/2012
LXH0000 - 临湘华润燃气有限公司,LXH0000,临湘华润燃气有限公司,臨湘華潤燃氣有限公司,CNY,YYH0100,岳阳华润燃气有限公司(合并节点),,,7/3/2012
PJH0000 - 平江华润燃气有限公司,PJH0000,平江华润燃气有限公司,平江華潤燃氣有限公司,CNY,YYH0100,岳阳华润燃气有限公司(合并节点),,,7/3/2012
CBRQ000 - 赤壁华润燃气有限公司,CBRQ000,赤壁华润燃气有限公司,赤壁華潤燃氣有限公司,CNY,YYH0100,岳阳华润燃气有限公司(合并节点),,,7/3/2012
YYHA000 - 岳阳华润燃气有限公司云溪分公司,YYHA000,岳阳华润燃气有限公司云溪分公司,嶽陽華潤燃氣有限公司雲溪分公司,CNY,YYH0100,岳阳华润燃气有限公司(合并节点),,,7/3/2012
YYHB000 - 岳阳华润燃气有限公司岳阳县分公司,YYHB000,岳阳华润燃气有限公司岳阳县分公司,嶽陽華潤燃氣有限公司嶽陽縣分公司,CNY,YYH0100,岳阳华润燃气有限公司(合并节点),,,7/3/2012
WJGS100 - 伟绩有限公司(PRC合并),WJGS100,伟绩有限公司(PRC合并),偉績有限公司(PRC合併),HKD,WGA0100,旺高有限公司(PRC合并),,TRUE,7/3/2012
WJGS000 - 伟绩有限公司,WJGS000,伟绩有限公司,偉績有限公司,HKD,WJGS100,伟绩有限公司(PRC合并),,,7/3/2012
DYW0100 - 大亚湾华润燃气(香港)有限公司(PRC合并),DYW0100,大亚湾华润燃气(香港)有限公司(PRC合并),大亞灣華潤燃氣(香港)有限公司(PRC合併),HKD,WJGS100,伟绩有限公司(PRC合并),,TRUE,7/3/2012
DYW0000 - 大亚湾华润燃气(香港)有限公司,DYW0000,大亚湾华润燃气(香港)有限公司,大亞灣華潤燃氣(香港)有限公司,HKD,DYW0100,大亚湾华润燃气(香港)有限公司(PRC合并),,,7/3/2012
HZD0000 - 惠州大亚湾华润燃气有限公司,HZD0000,惠州大亚湾华润燃气有限公司,惠州大亞灣華潤燃氣有限公司,CNY,DYW0100,大亚湾华润燃气(香港)有限公司(PRC合并),,,7/3/2012
BLTZ100 - 宝力投资有限公司(PRC合并),BLTZ100,宝力投资有限公司(PRC合并),寶力投資有限公司(PRC合併),HKD,WGA0100,旺高有限公司(PRC合并),,TRUE,7/3/2012
BLTZ000 - 宝力投资有限公司,BLTZ000,宝力投资有限公司,寶力投資有限公司,HKD,BLTZ100,宝力投资有限公司(PRC合并),,,7/3/2012
CPGS100 - 祟普有限公司(PRC合并),CPGS100,祟普有限公司(PRC合并),祟普有限公司(PRC合併),HKD,BLTZ100,宝力投资有限公司(PRC合并),,TRUE,7/3/2012
CPGS000 - 祟普有限公司,CPGS000,祟普有限公司,祟普有限公司,HKD,CPGS100,祟普有限公司(PRC合并),,,7/3/2012
DDRQ000 - 丹东华润燃气有限公司,DDRQ000,丹东华润燃气有限公司,丹東華潤燃氣有限公司,CNY,CPGS100,祟普有限公司(PRC合并),,,7/3/2012
ZJL0180 - 镇江蓝焰燃气工程公司(PRC共同父节点反冲),ZJL0180,镇江蓝焰燃气工程公司(PRC共同父节点反冲),鎮江藍焰燃氣工程公司(PRC共同父節點反沖),HKD,CRL0100,华润燃气控股有限公司(PRC合并),,,7/3/2012
SUP0100 - SUPERICH COMPNAY LIMITED(PRC合并),SUP0100,SUPERICH COMPNAY LIMITED(PRC合并),SUPERICH COMPNAY LIMITED(PRC合併),HKD,CRH0100,华润(集团)有限公司(PRC合并),,TRUE,7/3/2012
SUP0000 - SUPERICH COMPNAY LIMITED,SUP0000,SUPERICH COMPNAY LIMITED,SUPERICH COMPNAY LIMITED,HKD,SUP0100,SUPERICH COMPNAY LIMITED(PRC合并),,,7/3/2012
WTE0000 - 宏达企业有限公司,WTE0000,宏达企业有限公司,宏達企業有限公司,HKD,SUP0100,SUPERICH COMPNAY LIMITED(PRC合并),,,7/3/2012
TCA0000 - 华润秘书服务有限公司,TCA0000,华润秘书服务有限公司,華潤秘書服務有限公司,HKD,CRH0100,华润(集团)有限公司(PRC合并),,,7/3/2012
TCM0000 - 香港广大华行股份有限公司,TCM0000,香港广大华行股份有限公司,香港廣大華行股份有限公司,HKD,CRH0100,华润(集团)有限公司(PRC合并),,,7/3/2012
TEC0000 - CHINA RESOURCES TECHNOLOGY CO. LTD.-已注销,TEC0000,CHINA RESOURCES TECHNOLOGY CO. LTD.-已注销,CHINA RESOURCES TECHNOLOGY CO. LTD.-已註銷,HKD,CRH0100,华润(集团)有限公司(PRC合并),,,7/3/2012
TEC0190 - CHINA RESOURCES TECHNOLOGY CO. LTD.(PRC虚拟节点),TEC0190,CHINA RESOURCES TECHNOLOGY CO. LTD.(PRC虚拟节点),CHINA RESOURCES TECHNOLOGY CO. LTD.(PRC虛擬節點),HKD,CRH0100,华润(集团)有限公司(PRC合并),,,7/3/2012
TEK0100 - 德铭有限公司(PRC合并),TEK0100,德铭有限公司(PRC合并),德銘有限公司(PRC合併),HKD,CRH0100,华润(集团)有限公司(PRC合并),,TRUE,7/3/2012
TEK0000 - 德铭有限公司,TEK0000,德铭有限公司,德銘有限公司,HKD,TEK0100,德铭有限公司(PRC合并),,,7/3/2012
BHM0000 - 北京华京大厦有限公司,BHM0000,北京华京大厦有限公司,北京華京大廈有限公司,CNY,TEK0100,德铭有限公司(PRC合并),,,7/3/2012
TEL0000 - Telepaging Co Ltd,TEL0000,Telepaging Co Ltd,Telepaging Co Ltd,HKD,CRH0100,华润(集团)有限公司(PRC合并),,,7/3/2012
TER0000 - 特利发展有限公司,TER0000,特利发展有限公司,特利發展有限公司,HKD,CRH0100,华润(集团)有限公司(PRC合并),,,7/3/2012
TIC0000 - Topfair Investment Limited,TIC0000,Topfair Investment Limited,Topfair Investment Limited,HKD,CRH0100,华润(集团)有限公司(PRC合并),,,7/3/2012
TLE0100 - Twin Luck Enterprises Ltd(PRC合并),TLE0100,Twin Luck Enterprises Ltd(PRC合并),Twin Luck Enterprises Ltd(PRC合併),HKD,CRH0100,华润(集团)有限公司(PRC合并),,TRUE,7/3/2012
TLE0000 - Twin Luck Enterprises Ltd,TLE0000,Twin Luck Enterprises Ltd,Twin Luck Enterprises Ltd,HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),,,7/3/2012
ECAP000 - 永冠亚太有限公司(PRC合并),ECAP000,永冠亚太有限公司(PRC合并),Ever Crown Asia Pacific LTD,HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),TRUE,,7/3/2012
ECAP190 - 永冠亚太有限公司(PRC虚拟节点),ECAP190,永冠亚太有限公司(PRC虚拟节点),Ever Crown Asia Pacific LTD(PRC虛擬節點),HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),,,7/3/2012
ERB0100 - 致达有限公司(PRC合并),ERB0100,致达有限公司(PRC合并),EVER REACH LIMITED(PRC合併),HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),TRUE,,7/3/2012
ERB0190 - 致达有限公司(PRC虚拟节点),ERB0190,致达有限公司(PRC虚拟节点),EVER REACH LIMITED(PRC虛擬節點）,HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),,,7/3/2012
FUY0000 - 富裕有限公司,FUY0000,富裕有限公司,富裕有限公司,HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),,,7/3/2012
GPC0100 - 绿峰有限公司(PRC合并),GPC0100,绿峰有限公司(PRC合并),GREEN PINNACLE LIMITED(PRC合併),HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),TRUE,,7/3/2012
GPC0190 - 绿峰有限公司(PRC虚拟节点),GPC0190,绿峰有限公司(PRC虚拟节点),GREEN PINNACLE LIMITED(PRC虛擬節點),HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),,,7/3/2012
PBB0000 - 威立有限公司,PBB0000,威立有限公司,威立有限公司,HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),TRUE,,7/3/2012
PBB0190 - 威立有限公司(PRC虚拟节点),PBB0190,威立有限公司(PRC虚拟节点),威立有限公司(PRC虛擬節點),HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),,,7/3/2012
RABL100 - 辉荣有限公司(PRC合并),RABL100,辉荣有限公司(PRC合并),Radiant Boom Limited(PRC合併),HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),,TRUE,7/3/2012
RABL000 - 辉荣有限公司,RABL000,辉荣有限公司,Radiant Boom Limited,HKD,RABL100,辉荣有限公司(PRC合并),,,7/3/2012
FUVL000 - 尚胜投资有限公司,FUVL000,尚胜投资有限公司,Full Vision Investments Limited,HKD,RABL100,辉荣有限公司(PRC合并),,,7/3/2012
RBC0000 - 华润战略投资有限公司,RBC0000,华润战略投资有限公司,China Resources Strategic Investment Company Limited,HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),TRUE,,7/3/2012
RBC0190 - 华润战略投资有限公司(PRC虚拟节点),RBC0190,华润战略投资有限公司(PRC虚拟节点),China Resources Strategic Investment Company Limited(PRC虛擬節點),HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),,,7/3/2012
RIGL100 - 裕门有限公司(PRC合并),RIGL100,裕门有限公司(PRC合并),Richest Gate Limited(PRC合併),HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),,TRUE,7/3/2012
RIGL000 - 裕门有限公司,RIGL000,裕门有限公司,Richest Gate Limited,HKD,RIGL100,裕门有限公司(PRC合并),,,7/3/2012
NVIL000 - 策升投资有限公司,NVIL000,策升投资有限公司,New Value Investments Limited,HKD,RIGL100,裕门有限公司(PRC合并),,,7/3/2012
SLD0100 - 明远有限公司(PRC合并),SLD0100,明远有限公司(PRC合并),SPARKING LONG LIMITED(PRC合併),HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),TRUE,,7/3/2012
SMWI000 - 迦益投资有限公司,SMWI000,迦益投资有限公司,Smart Worth Investments Limited,HKD,TLE0100,Twin Luck Enterprises Ltd(PRC合并),,,7/3/2012
TRB0000 - TOPWAY RESOURCES LIMITED,TRB0000,TOPWAY RESOURCES LIMITED,TOPWAY RESOURCES LIMITED,HKD,CRH0100,华润(集团)有限公司(PRC合并),,,7/3/2012
TRI0100 - Top Rich International Investment Ltd(PRC合并),TRI0100,Top Rich International Investment Ltd(PRC合并),Top Rich International Investment Ltd(PRC合併),HKD,CRH0100,华润(集团)有限公司(PRC合并),,TRUE,7/3/2012
TRI0000 - Top Rich International Investments Ltd,TRI0000,Top Rich International Investments Ltd,Top Rich International Investments Ltd,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
ADI0000 - Allied Dynamic Investment Ltd,ADI0000,Allied Dynamic Investment Ltd,Allied Dynamic Investment Ltd,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
ASD0100 - Above Success Ltd (BVI)(PRC合并),ASD0100,Above Success Ltd (BVI)(PRC合并),Above Success Ltd (BVI)(PRC合併),HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,TRUE,7/3/2012
ASD0000 - Above Success Ltd (BVI),ASD0000,Above Success Ltd (BVI),Above Success Ltd (BVI),HKD,ASD0100,Above Success Ltd (BVI)(PRC合并),,,7/3/2012
ECAP000 - 永冠亚太有限公司(PRC合并),ECAP000,永冠亚太有限公司(PRC合并),Ever Crown Asia Pacific LTD,HKD,ASD0100,Above Success Ltd (BVI)(PRC合并),TRUE,,7/3/2012
ECAP190 - 永冠亚太有限公司(PRC虚拟节点),ECAP190,永冠亚太有限公司(PRC虚拟节点),Ever Crown Asia Pacific LTD(PRC虛擬節點),HKD,ASD0100,Above Success Ltd (BVI)(PRC合并),TRUE,,7/3/2012
PWIB000 - 贺盈实业有限公司,PWIB000,贺盈实业有限公司,賀盈實業有限公司,HKD,ASD0100,Above Success Ltd (BVI)(PRC合并),,,7/3/2012
RBC0000 - 华润战略投资有限公司,RBC0000,华润战略投资有限公司,China Resources Strategic Investment Company Limited,HKD,ASD0100,Above Success Ltd (BVI)(PRC合并),TRUE,,7/3/2012
RBC0190 - 华润战略投资有限公司(PRC虚拟节点),RBC0190,华润战略投资有限公司(PRC虚拟节点),China Resources Strategic Investment Company Limited(PRC虛擬節點),HKD,ASD0100,Above Success Ltd (BVI)(PRC合并),TRUE,,7/3/2012
VLE0000 - 汇濠企业有限公司,VLE0000,汇濠企业有限公司,匯濠企業有限公司,HKD,ASD0100,Above Success Ltd (BVI)(PRC合并),,,7/3/2012
BIA0000 - 宝安高投资有限公司,BIA0000,宝安高投资有限公司,寶安高投資有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
CCA0000 - 全城有限公司,CCA0000,全城有限公司,全城有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
CDI0000 - 中鼎投资有限公司,CDI0000,中鼎投资有限公司,中鼎投資有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
CFA0000 - 巨快有限公司,CFA0000,巨快有限公司,钜快有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
DGA0000 - 龙贵有限公司,DGA0000,龙贵有限公司,龍貴有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
HEA0000 - 亨佳企业有限公司,HEA0000,亨佳企业有限公司,亨佳企業有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
HYE0000 - 浩世企业有限公司,HYE0000,浩世企业有限公司,浩世企業有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
JEA0000 - 展卓企业有限公司,JEA0000,展卓企业有限公司,展卓企業有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
JIA0000 - 展卓实业有限公司,JIA0000,展卓实业有限公司,展卓實業有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
JOA0000 - Javelin Overseas Ltd,JOA0000,Javelin Overseas Ltd,Javelin Overseas Ltd,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
JTA0000 - 集旺贸易有限公司,JTA0000,集旺贸易有限公司,集旺貿易有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
KAM0000 - 宏享有限公司,KAM0000,宏享有限公司,宏享有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
KEY0000 - 基亨有限公司,KEY0000,基亨有限公司,基亨有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
MDB0000 - 龙巨有限公司,MDB0000,龙巨有限公司,龍巨有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
MEA0000 - 万事旺企业有限公司,MEA0000,万事旺企业有限公司,萬事旺企業有限公司,HKD,TRI0100,Top Rich International Investment Ltd(PRC合并),,,7/3/2012
